Afghan,Afghanistan
"Philippines, Leyte",Philippines
"Philippines, Lubao",Philippines
"Philippines, Makati City",Philippines
"Philippines, Manila",Philippines
"Philippines, Manila Paranaque",Philippines
"Philippines, Mindanao",Philippines
"Philippines, Neuva Ecija",Philippines
"Philippines, Otakuworld",Philippines
"Philippines, Pampanga",Philippines
"Philippines, Paranaque",Philippines
"Philippines, Puerto Princesa Palawan",Philippines
"Philippines, Quezon City",Philippines
"Philippines, South Cotabato",Philippines
"Philippines, Sta.Rosa",Philippines
"Philippines, Tacurong City C:",Philippines
"Philippines, always listening to music/23hrs",Philippines
"Philippines, cavite",Philippines
"Philippines, digos city",Philippines
"Philippines, manila",Philippines
"Philippines, zamboanga",Philippines
"Philippines,Bulacan",Philippines
"Philippines,Caloocan City",Philippines
"Philippines,Digos city",Philippines
"Philippines,Dumaguete city",Philippines
"Philippines,Manila",Philippines
"Philippines,Pampanga",Philippines
"Philippines,Quezon City",Philippines
"Philippines,Zambales",Philippines
"Philippines,metro manila",Philippines
Philippines.,Philippines
Philippines...,Philippines
Philippines... >.<,Philippines
Philippines....,Philippines
"Philippines/ (Tokyo,Japan)",Philippines
Philippines/Cebu,Philippines
Philippines~,Philippines
Philippinnes,Philippines
"Philippnies, Manila",Philippines
"Philipppines,",Philippines
"Philipppines, Cavite",Philippines
Phillipenis,Philippines
"Philliphines,Manila",Philippines
Phillipine,Philippines
Phillipines,Philippines
Phillipines Cebu City,Philippines
Phillipines Metro manila,Philippines
Phillipines!!!,Philippines
"Phillipines, /bagiuo",Philippines
"Phillipines, Mindanao CDO Xavier Heights B-44 L-12",Philippines
"Phillipines,Manila",Philippines
Phillipnes,Philippines
Phillippiines,Philippines
Phillippines,Philippines
"Phillippines, Laguna",Philippines
"Phillippines, Manila",Philippines
"Phillippines,manila",Philippines
Philppines,Philippines
Phils,Philippines
"Phils., Asia",Philippines
Phlippines,Philippines
Pilipinas,Philippines
"Pinagbuhatan, Pasig",Philippines
"Pinagbuhatan,Pasig",Philippines
"Plaridel, Bulacan",Philippines
"Plaridel,Bulacan",Philippines
"Prk. 4 Cambanogoy, Asuncion, Davao del Norte 8102",Philippines
"Puerto Princesa city, Philippines",Philippines
"Q.C, Philippines",Philippines
"QC, PH",Philippines
"QC, PHL",Philippines
"QC, Philippines",Philippines
"QC,Philippines",Philippines
"Queazon City, Philippines",Philippines
Quezon City,Philippines
"Quezon City , Philippines",Philippines
Quezon City Philippines,Philippines
"Quezon City, Manila",Philippines
"Quezon City, Manila Philippines",Philippines
"Quezon City, Manila, Philippines",Philippines
"Quezon City, Metro Manila",Philippines
"Quezon City, Metro Manila, PH",Philippines
"Quezon City, Metro Manila, Philippines",Philippines
"Quezon City, Philiphines",Philippines
"Quezon City, Philippiines",Philippines
"Quezon City, Philippines",Philippines
"Quezon City, Philippinesprofi",Philippines
"Quezon City, Philippinnes",Philippines
"Quezon City, Philipppines",Philippines
"Quezon City, the Philippines",Philippines
"Quezon City,Manila,Philippines",Philippines
"Quezon City,Philippines",Philippines
Quezon City/Caloocan City,Philippines
"Quezon Ctiy, Philippines",Philippines
"Quezon Province,Philippines",Philippines
"Quezon city ,Manila",Philippines
"Quezon city, Philippines",Philippines
"Quezon city, philippines",Philippines
"Quezon, Philippines",Philippines
"Quezon,Philippines",Philippines
"Quzeon City, Philippines",Philippines
"Rape, Philippines",Philippines
"Rewinding City, PH",Philippines
"Riyadh, KSA / Cebu, Philippines",Philippines
Rizal,Philippines
"Rizal , Philippines",Philippines
Rizal Philippines,Philippines
"Rizal, Philippines",Philippines
"Rizal, Phillipines",Philippines
"Rizal,Cainta",Philippines
"Rizal,Philippines",Philippines
"Rosario, Cavite",Philippines
Rostock,Philippines
"SAN ROQUE, SAN ISIDRO, NUEVA ECIJA",Philippines
"SJDM, Bulacan",Philippines
"SOSRSOGON,PHILIPPINES",Philippines
"Sagrada, Pili, Camarines Sur, Philipphines",Philippines
Saipan,Philippines
"Samal,Bataan",Philippines
"Sampaloc Manila, Phillippines",Philippines
"Sampaloc, Manila, Philippines",Philippines
"San Fernando City, L.U., Philippines",Philippines
"San Fernando, Pampanga, Philippines",Philippines
"San Francisco, Philippines",Philippines
"San Jose City, Nueva Ecija",Philippines
"San Jose City, Philippines",Philippines
"San Juan City, Philippines",Philippines
"San Juan, Metro Manila",Philippines
"San Juan, Metro Manila, Philippines",Philippines
"San Juan,Manila,Philippines",Philippines
"San Mateo Rizal, Philippines",Philippines
"San Mateo Rizal, Phillipines",Philippines
"San Mateo, Rizal",Philippines
"San Mateo, Rizal, Philippines",Philippines
"San Miguel Calumpit Bulacan,Philippines",Philippines
San Pablo City,Philippines
"San Pablo City, Laguna",Philippines
"San Pablo City, Laguna Philippines",Philippines
"San Pablo City,Laguna",Philippines
"San Pablo, Laguna",Philippines
"San Pablo, Laguna, Philippines",Philippines
"San Pedro, Laguna",Philippines
"San pablo, laguna",Philippines
"Santa Cruz, Manila, Philippines",Philippines
"Santa Mesa Manila, Philippines",Philippines
"Santa Rosa, Laguna, Philippines",Philippines
"Santa Rosa,Laguna",Philippines
"Santiago, Chile~",Philippines
"Santiago, Spain",Philippines
"Sapang Palay, Bulacan",Philippines
"Sea , Philippines",Philippines
"Signal, Taguig",Philippines
"Silang, Cavite",Philippines
"Silang, Cavite Philippines Region IV-A",Philippines
"Sin City, Philippines",Philippines
Singapore + Philippines :D,Philippines
"Solano, Nueva Vizcaya",Philippines
Some place in Philippines,Philippines
Somewhere in Philippines,Philippines
Somewhere in the Philippines,Philippines
"Sorsogon City, Philippines",Philippines
"Sorsogon, Philippines",Philippines
"Sorsogon,Philippines",Philippines
"South Cotabato, Philippines",Philippines
"StA. rOSA, Laguna",Philippines
"Sta. Cruz, Manila",Philippines
"Sta. Maria, Bulacan",Philippines
"Sta. Mesa, Manila",Philippines
Sta. Rosa Laguna Philippines,Philippines
"Sta. Rosa, Laguna",Philippines
"Sta.Maria, Bulacan",Philippines
"Sta.Maria, Bulacan, Philippines",Philippines
"Sta.Rosa Laguna, Philippines",Philippines
"Subic, Philippines",Philippines
"Subic, Zambales",Philippines
Subterraneo,Philippines
"Sugbu, Filipinas",Philippines
Surigao City,Philippines
"Surigao City, Philippines",Philippines
"Surigao del Norte, Philippines",Philippines
"Surigao,Philippines",Philippines
T.Sora Q.C. Philippines,Philippines
"Tabuk City, Kalinga, Philippines",Philippines
Tacloban City,Philippines
"Tacloban City, Leyte",Philippines
"Tacloban City, Phillipines",Philippines
Tacurong city,Philippines
Tagaytay City Philippines,Philippines
"Tagaytay,Cavite Philippines",Philippines
Tagbilaran City Bohol,Philippines
"Tagbilaran City, Bohol, Philippines",Philippines
"Tagoloan, Misamis Oriental",Philippines
"Tagoloan, Misamis Oriental, Philippines",Philippines
Taguig,Philippines
Taguig City,Philippines
"Taguig City, Philippines",Philippines
"Taguig City, Phils",Philippines
"Taguig, Metro Manila",Philippines
"Taguig, Metro Manila, Philippines",Philippines
"Taguig, Philippines",Philippines
"Taguig,Manila",Philippines
"Taguig,Philippines",Philippines
"Tagum, Philippines",Philippines
"Tagum,Davao,Philippines",Philippines
"Tanauan, Batangas",Philippines
"Tanza, Cavite",Philippines
"Tanza, Cavite, Philippines",Philippines
"Tarlac, Philippines",Philippines
Tawi-Tawi Anchorage,Philippines
"Taytay Rizal, Philippines",Philippines
"Taytay, Rizal",Philippines
"Taytay,Rizal",Philippines
"The Land of Storms, Philippines",Philippines
The Pearl of the Orient Seas,Philippines
The Philippines,Philippines
The Philippines is my city,Philippines
The Philippines~,Philippines
"Thrilla in Manila, Philippines",Philippines
"Tibanga, Iligan City",Philippines
"Toledo City, Cebu, Philippines",Philippines
"Toledo City,Cebu,Philippines",Philippines
"Tondo, Manila",Philippines
"Tondo, Manila, Philippines",Philippines
"Tondo,Manila",Philippines
"Tondo,Philippines",Philippines
"Trece Martires City Cavite,Philippines",Philippines
"Trinoma, Philippines",Philippines
"Tuguegarao City, Cagayan",Philippines
"Tuguegarao City, Philippines",Philippines
UK! Home country Philippines :DDDD,Philippines
"Valencia City, Bukidnon",Philippines
Valenzuela City,Philippines
"Valenzuela City, Philippines",Philippines
"Valenzuela, Metro Manila",Philippines
"Valenzuela, Philippines",Philippines
"Valenzuela,Philippines",Philippines
Victorias City,Philippines
"Victorias City, Negros Occidental",Philippines
"Vigan, Philippines",Philippines
"Visayas, Philippines",Philippines
Who Knows... Maybe in Manila,Philippines
"Yebes Compound, Sicayab, Dipolog City",Philippines
"Zaboanga City , Philippines",Philippines
"Zambales,Philippines",Philippines
"Zambales,Phillipines",Philippines
Zamboanga City,Philippines
Zamboanga City :),Philippines
"Zamboanga City, Philippines",Philippines
"Zamboanga City, Zamboanga Del Sur, Philippines",Philippines
Zamboanga city,Philippines
"Zamboanga city, Phillipines",Philippines
"Zamboanga, Philippines",Philippines
"Zamboanga,Philippines",Philippines
"Zamboanga,philippines",Philippines
"Zaragoza, Nueva Ecija, Philippines",Philippines
[ P H L ],Philippines
"_,Philippines",Philippines
"aberdeen, Scotland (from PHILIPPINES)",Philippines
"above the sky, Philippines",Philippines
"angat, philippines",Philippines
"angeles city,pampangga philippines",Philippines
"angeles city,philippines",Philippines
"angeles, pampanga",Philippines
antipolo philippines,Philippines
"antipolo, manila",Philippines
"antipolo,philipines",Philippines
"asia,manila",Philippines
asia/phillippines/tokyo :),Philippines
bacolod city,Philippines
"bacolod city, philippines",Philippines
"bacolod, negros occidental",Philippines
"bacolod, philippines",Philippines
"bacolod,philippines",Philippines
"bacoor, cavite",Philippines
baguio,Philippines
baguio city,Philippines
baguio city philippines,Philippines
"baguio city, philippines",Philippines
"baguio city,philippines",Philippines
"baliwag,bulacan, philippines",Philippines
bataan,Philippines
"bataan, philippines",Philippines
batangas,Philippines
"batangas city, philippines",Philippines
batangas philippines,Philippines
"bauan,batangas",Philippines
"bicol,Philippines",Philippines
"bicol,philippines",Philippines
binangonan rizal...,Philippines
"biñan, Philippines",Philippines
"bliss, manila",Philippines
bocaue bulacan,Philippines
"bocaue,bulacan",Philippines
"bohol,,,,phillipines,,",Philippines
"bohol,phillipines",Philippines
"buacan, philippines",Philippines
"buenavista agusan del norte,philippines",Philippines
bulacan,Philippines
"bulacan, philippines",Philippines
"bulacan,Philipines",Philippines
"bulacan,Philippines",Philippines
"bulacan,philippines",Philippines
"butuan city,agusan del norte",Philippines
"butuan,philippines",Philippines
bxu,Philippines
"cAvitE.,.",Philippines
"cagayan de oro, philippines",Philippines
"cagayan de oro,philippines",Philippines
"cagayan,philippines",Philippines
"cainta, philippines",Philippines
calOocan city,Philippines
"calamb,laguna",Philippines
"calamba, Laguna",Philippines
"calamba, philipines",Philippines
calapan city,Philippines
caloocan area,Philippines
caloocan city,Philippines
caloocan philippines,Philippines
"caloocan, manila",Philippines
"caloocan, philippines",Philippines
"caloocan,philippine",Philippines
"caloocan,philippines",Philippines
"canduman, philippines",Philippines
"capiz, Philipines",Philippines
cavite,Philippines
cavite city,Philippines
"cavite, ph",Philippines
"cavite, philippines",Philippines
"cavite,philippines",Philippines
cebU sHitTy,Philippines
cebu city,Philippines
"cebu city, Philippines",Philippines
"cebu city,philippines",Philippines
cebu'philippines,Philippines
"cebu,  philippines",Philippines
"cebu, city, philippines",Philippines
"cebu, philippines",Philippines
"cebu, philliphines",Philippines
"cebu, phillipines",Philippines
"cebu, phils.",Philippines
"cebu,philippines",Philippines
"cembo,makati",Philippines
"cordova, cebu Philippines",Philippines
"cuenca, batangas, philippines",Philippines
"dasmarinas,cavite",Philippines
davao,Philippines
davao city,Philippines
davao city philippines,Philippines
"davao city, Philippines",Philippines
"davao city, philippines",Philippines
"davao city, phillipines",Philippines
"davao city,philippines",Philippines
"davao del sur, philippines",Philippines
"davao del sur,philippines",Philippines
"davao,philipines",Philippines
"davao,philippines",Philippines
"dipolog, Philippines",Philippines
"dipolog, philippines",Philippines
"dolores quezon,philippines",Philippines
gen trias cavite philippines,Philippines
general santos city,Philippines
"gensan, philippines",Philippines
gimini village amethyst st. apokon tagum city,Philippines
"greenwoods, pasigcity",Philippines
here in philippines,Philippines
"iLL City, Philippines",Philippines
iligan city,Philippines
"iligan city, philippines",Philippines
ilocos norte philippines,Philippines
"ilocos sur, philippines",Philippines
"ilocosnorte,philipines",Philippines
"iloilo,phil",Philippines
imus cavite,Philippines
"imus, cavite",Philippines
"in a noodle bowl, Manila, Philippines",Philippines
"iponan,cagayan de oro",Philippines
"kalibo, aklan",Philippines
"kawit,cavite",Philippines
la union,Philippines
"la union, philippines",Philippines
"la union,philippines",Philippines
laguna,Philippines
laguna philippines,Philippines
"laguna, Philippines",Philippines
"laguna, philipines",Philippines
"laguna, philippines",Philippines
"laguna,philippines",Philippines
las pinas city,Philippines
las piñas city,Philippines
"las piñas city, philippines",Philippines
"las piñas, philippines",Philippines
legazpi city,Philippines
"leyte, philippines",Philippines
"leyte,philippines",Philippines
"lilo-an, cebu",Philippines
"limay,bataan",Philippines
"los banos, laguna, philippines",Philippines
"lost somewhere in manila, philippines muwahahahaha",Philippines
"lubao,pampanga",Philippines
"lucban, quezon",Philippines
"lucban,quezon",Philippines
"lucena city,quezon,philippines",Philippines
macamot,Philippines
"makati city,philippines",Philippines
"makati, metro manila",Philippines
"makati, philippines",Philippines
"makati,phil.",Philippines
"malabon,philippines",Philippines
"malina,philippines",Philippines
malolos,Philippines
malolos philippines,Philippines
"malolos,philippines",Philippines
"mandaluyong,MM, ph",Philippines
"mandaluyong,philippines",Philippines
"maniLa, piLippinez",Philippines
manila,Philippines
"manila , philippines",Philippines
manila Philippines,Philippines
manila pasig city,Philippines
manila philipines,Philippines
manila philippines,Philippines
"manila,",Philippines
"manila, PH",Philippines
"manila, Philippines",Philippines
"manila, philippines",Philippines
"manila, phillipines",Philippines
"manila, qc",Philippines
"manila,PHILIPPINES",Philippines
"manila,Philippines",Philippines
"manila,navotas",Philippines
"manila,phil.",Philippines
"manila,philiphines",Philippines
"manila,philipines",Philippines
"manila,philippines",Philippines
"manila,phillipines",Philippines
"manila,phillippines",Philippines
manila.philippines,Philippines
manila/philippine,Philippines
manilavalenzuela,Philippines
"marawi city, lanao del sur",Philippines
"marikina city,philippines",Philippines
"marikina, metro manila",Philippines
"marikina, philippines",Philippines
"marikina,Philippines",Philippines
"marikina,manila",Philippines
"marilao, bulacan",Philippines
"marilao,bulacan",Philippines
metro  manila,Philippines
metro manila,Philippines
"metro manila, philippines",Philippines
"metro manila,philippines",Philippines
"meycauayan city, bulacan, philippines",Philippines
"meycauayan, bulacan, philippines",Philippines
"mindoro, philippines",Philippines
"mindoro,philippines",Philippines
"mindoro,phippines",Philippines
"misamis oriental, philippines",Philippines
"montalban,rizal",Philippines
"moonwalk,parañaque city",Philippines
"muntinlupa, philippines",Philippines
naga,Philippines
naga city,Philippines
"naga city,",Philippines
"naga,philippines",Philippines
"nasugbu, batangas",Philippines
"navotas,Philippines",Philippines
neg. occ.philippines,Philippines
"negros occidental, philippines",Philippines
"novaliches,Quezon City",Philippines
"noypi, philippines",Philippines
olongapo,Philippines
orig. from Philippines,Philippines
"ormoc city, leyte, Philippines",Philippines
"pagadian city, philippines",Philippines
"pagadian city,philippines",Philippines
"pampanga, philippines",Philippines
"pampanga,philippines",Philippines
"pangasinan,philippines",Philippines
"panghulo, obando",Philippines
"paranaque,metro manila",Philippines
"paranaque,philipines",Philippines
paranque city,Philippines
parañaque city,Philippines
"pasay,philippines",Philippines
pasig city,Philippines
"pasig city, philippine",Philippines
"pasig, metro manila",Philippines
"pasig,manil",Philippines
"pasig,phil",Philippines
"pasig,philippines",Philippines
pateros metro manila,Philippines
pearl of the orient,Philippines
ph,Philippines
phil,Philippines
phil.,Philippines
"phil.,cebu",Philippines
philiPpines,Philippines
philiphines manila,Philippines
philipines,Philippines
